iter	RMSE
720	60.85615367
721	60.82269576
722	60.78818977
723	60.76194409
724	60.72989396
725	60.68807886
726	60.66060237
727	60.62743515
728	60.58389205
729	60.54998171
730	60.50641409
731	60.48481764
732	60.45260164
733	60.42103209
734	60.38543427
735	60.33306504
736	60.2972365
737	60.26110622
738	60.22895341
739	60.18956208
740	60.15442931
741	60.12428104
742	60.09048558
743	60.06699488
744	60.03543192
745	60.01391359
746	59.97976931
747	59.95979958
748	59.9238144
749	59.89382432
750	59.85264949
751	59.82400077
752	59.79553052
753	59.76528282
754	59.74337916
755	59.69612611
756	59.66250724
757	59.62579093
758	59.60139663
759	59.56377722
760	59.52873279
761	59.49147756
762	59.45976996
763	59.41115568
764	59.37532558
765	59.35116608
766	59.32612031
767	59.28089814
768	59.25695989
769	59.22608772
770	59.18739979
771	59.15639332
772	59.1187298
773	59.09424371
774	59.0661487
775	59.02928904
776	59.00053267
777	58.9682188
778	58.93479358
779	58.90617404
780	58.8766407
781	58.84343841
782	58.80851137
783	58.77959387
784	58.75935463
785	58.72078076
786	58.68451894
787	58.63930507
788	58.60864073
789	58.57283768
790	58.53842841
791	58.5091102
792	58.4820996
793	58.45433369
794	58.42057782
795	58.39295625
796	58.3760801
797	58.34908515
798	58.31508733
799	58.29508608
800	58.25911667
801	58.22289029
802	58.19940014
803	58.16899393
804	58.14140239
805	58.10808029
806	58.07712797
807	58.04827554
808	58.01348145
809	57.99680048
810	57.96017869
811	57.93506535
812	57.90732392
813	57.88263912
814	57.85157183
815	57.83559424
816	57.80954899
817	57.78574873
818	57.7529856
819	57.72831233
820	57.708011
821	57.66990391
822	57.64426082
823	57.61819067
824	57.58888631
825	57.55910409
826	57.53039002
827	57.5043347
828	57.47451457
829	57.44279358
830	57.41899701
831	57.39617573
832	57.36966355
833	57.33482432
834	57.3096251
835	57.28015777
836	57.25233291
837	57.21722632
838	57.17865411
839	57.12555968
840	57.09498701
841	57.0717977
842	57.05164705
843	57.02074695
844	56.98977258
845	56.96476922
846	56.94559552
847	56.90882608
848	56.88633404
849	56.85195694
850	56.82131983
851	56.79875427
852	56.77301147
853	56.74245584
854	56.71864159
855	56.68896223
856	56.66984677
857	56.64276912
858	56.61252932
859	56.58486259
860	56.55668167
861	56.52529794
862	56.49916974
863	56.47441732
864	56.45415735
865	56.42293478
866	56.39232252
867	56.37130932
868	56.33727049
869	56.31697265
870	56.28362833
871	56.24937583
872	56.21461482
873	56.18461726
874	56.14910622
875	56.1153551
876	56.08840424
877	56.06008884
878	56.03480818
879	56.00777448
880	55.97402609
881	55.95448778
882	55.93018669
883	55.91318837
884	55.88847752
885	55.86117585
886	55.83672633
887	55.8196703
888	55.78476128
889	55.75930489
890	55.74260418
891	55.70999681
892	55.68082924
893	55.65049043
894	55.62540446
895	55.60163116
896	55.58044456
897	55.55377039
898	55.52706962
899	55.4993528
900	55.47599154
901	55.45100828
902	55.43696348
903	55.40984417
904	55.38626388
905	55.35807338
906	55.32681332
907	55.30678536
908	55.27634394
909	55.25244169
910	55.22992467
911	55.20197892
912	55.17358294
913	55.14321187
914	55.12230378
915	55.08927533
916	55.06688689
917	55.03953553
918	55.01386528
919	54.99215198
920	54.95799475
921	54.93879898
922	54.91787597
923	54.89210323
924	54.87433982
925	54.85846543
926	54.83507864
927	54.80161271
928	54.77505422
929	54.7476005
930	54.72706478
931	54.70841308
932	54.67369786
933	54.64678601
934	54.61536897
935	54.58802965
936	54.56120201
937	54.53822655
938	54.51016404
939	54.489266
940	54.46843073
941	54.42627096
942	54.40534945
943	54.39187768
944	54.3676698
945	54.33758156
946	54.31995298
947	54.29464451
948	54.25752739
949	54.23977713
950	54.22101563
951	54.19575181
952	54.16917983
953	54.14654815
954	54.12288111
955	54.09978145
956	54.07574987
957	54.0543064
958	54.02630827
959	53.99672787
960	53.97196897
961	53.94877569
962	53.92854991
963	53.90362549
964	53.88782352
965	53.85518363
966	53.84161714
967	53.80711435
968	53.77881547
969	53.76678762
970	53.74598608
971	53.72052319
972	53.69329131
973	53.67706806
974	53.65324075
975	53.63507171
976	53.61038365
977	53.57484648
978	53.54859353
979	53.51851604
980	53.48152457
981	53.457183
982	53.44133432
983	53.4072349
984	53.37589386
985	53.35631359
986	53.33416351
987	53.3180178
988	53.29261868
989	53.27129497
990	53.2467893
991	53.22635447
992	53.19895896
993	53.17547067
994	53.15957545
995	53.13961705
996	53.11107499
997	53.08679019
998	53.06892026
999	53.04601251
